,Facility Name,Site Address,Last Inspection Date,url,category,Facility Type
4,Iron Creek Country Club - Take Out,46343 Talbot Line  St. Thomas ON N5P 3S7,06/22/2022,location.href = '/Portal/Facility/Details/8d9deeb7-d390-4f06-94d2-8ecaddae6771' ,Food,
5,Ironworks Kitchen,529 Dundas St  Woodstock ON N4S 1C3,06/20/2023,location.href = '/Portal/Facility/Details/17605e65-7345-4f07-8a1f-89be2a27442c' ,Food,
6,Izzy's Schooner's Restaurant & Patio Lookout,219-35 Robinson St  Port Burwell ON N0J 1T0,06/21/2023,location.href = '/Portal/Facility/Details/be8e9951-166c-48df-821e-ae7c8a1e97fd' ,Food,
7,J & P Variety,232 Norwich Ave  Woodstock ON N4S 3V9,11/01/2023,location.href = '/Portal/Facility/Details/64e18413-c8d2-4387-9e80-48b9680aed53' ,Food,
8,J & P Variety - 1,509 Ingersoll Ave  Woodstock ON N4S 4Y1,06/24/2022,location.href = '/Portal/Facility/Details/6db65541-a2b8-4466-8e3d-7bef34b6bf58' ,Food,
9,Jack-O's Sports Bar,509 Dundas St  Woodstock ON N4S 1C3,10/19/2023,location.href = '/Portal/Facility/Details/d946794b-c2e2-40f3-8fb8-ee1d765a9f9f' ,Food,
10,Jackpot City Gaming Entertainment,140 Edward Street  St Thomas ON N5P 1Z3,10/25/2023,location.href = '/Portal/Facility/Details/8be85828-71a0-4771-a805-b92048bb5fed' ,Food,
11,Jack's Snooker Club,9 Brock St E  Tillsonburg ON N4G 1Z4,03/08/2023,location.href = '/Portal/Facility/Details/cfebb7e2-7c6b-4220-a1be-a285d9d4d3fe' ,Food,
12,Jakemans,454414 Trillium Line  Beachville ON N0J 1A0,03/01/2023,location.href = '/Portal/Facility/Details/ecd2bc51-d749-4ab8-8ecd-8b1e849ab9f1' ,Food,
13,Jandu Convenience,485 Talbot Street  St. Thomas Ontario N5P 1C3,02/08/2023,location.href = '/Portal/Facility/Details/6b6c72df-0c3c-4d9c-9605-6d8f07c340c4' ,Food,
14,Janice's Fine Catering,963229 96th Line  St. Mary's ON N4X 1C5,02/17/2023,location.href = '/Portal/Facility/Details/7bb64f6a-f2e1-4949-9fa3-51c7bfc552b0' ,Food,
15,Jatt Hut Inc,357 Norwich Ave  Woodstock ON N4S 3W1,04/27/2022,location.href = '/Portal/Facility/Details/cbbf4070-977e-4222-bc3e-e496b5921636' ,Food,
16,Jeff Lajos - Personal Chef Services,500 Norwich Ave  Woodstock ON N4S 3W5,,location.href = '/Portal/Facility/Details/6d60bebe-ccad-4173-95a8-2ef187a4ff38' ,Food,
17,Jesse's Deli,681 Dundas St  Woodstock ON N4S 1E5,06/20/2023,location.href = '/Portal/Facility/Details/b5da4ff5-a748-4f20-a654-2af2401987f5' ,Food,
18,Jim's Lunch,28 Dundas St  Princeton ON N0J 1V0,07/13/2023,location.href = '/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a' ,Food,
19,JKL Services,700 Bristol Rd  Woodstock ON,08/12/2023,location.href = '/Portal/Facility/Details/5b99c005-9403-4e62-bf97-3d6ce4d3b06d' ,Food,
20,Joe Thornton Community Centre,75 CASO Crossing  St. Thomas ON,01/31/2023,location.href = '/Portal/Facility/Details/d992bc84-b55a-4d9f-aa22-dbba0e7a0760' ,Food,
21,Joe Thornton Community Centre - Jay Okkerse Contracting Ltd,75 Caso Crossing  St. Thomas Ontario N5P 3V7,01/31/2023,location.href = '/Portal/Facility/Details/d4bef701-8ffc-4767-a21a-082c91a18af5' ,Food,
22,Joe's Lunch,51 George St  Innerkip ON N0J 1M0,,location.href = '/Portal/Facility/Details/cc120741-f5fc-47d6-8c0f-c540d4189c90' ,Food,
23,John Wise P.S. - Nourishment Program,100 Parkside Dr  St. Thomas ON N5R 3T9,05/02/2023,location.href = '/Portal/Facility/Details/2165f11f-42cd-4f8a-9467-a405734ebd83' ,Food,
24,John Wise Public School - Before & After School Program,100 Parkside Dr  St. Thomas ON,05/02/2023,location.href = '/Portal/Facility/Details/6a7c7de4-6213-4bc7-837c-f7018813be36' ,Food,
0,Johnny's Restaurant,39 Talbot St E  Aylmer ON N5H 1H3,06/09/2023,location.href = '/Portal/Facility/Details/3a0900fe-0bd4-48d5-a1e6-411465d53794' ,Food,
1,Jordan's Divine Dish Restaurant & Catering,37 Stover St S  Norwich ON N0J 1P0,08/03/2023,location.href = '/Portal/Facility/Details/63919f9f-5dfc-497e-80ea-abc0ea4eeebd' ,Food,
2,JPs Barbeque,712228 Middletown Ln  Otterville ON N0J 1R0,09/20/2023,location.href = '/Portal/Facility/Details/7edfef1a-1104-4491-87ff-a640543d0ff8' ,Food,
3,JTK Farms,293193 Culloden Line  Ingersoll ON N5C 3J7,03/01/2023,location.href = '/Portal/Facility/Details/46d22f30-716d-4d39-ae53-2a2b203804ba' ,Food,
4,June Rose Callwood - Nourishment Program,84 Edward St  St. Thomas ON N5P 1Y7,04/20/2023,location.href = '/Portal/Facility/Details/48aa74ef-36fc-4fe5-9028-83727c930f6e' ,Food,
5,June Rose Callwood Public School - Before & After School Program,84 Edward St  St. Thomas ON N5P 1Y7,04/20/2023,location.href = '/Portal/Facility/Details/ec64a2a6-bbfb-440f-9720-3df264257d11' ,Food,
6,Kate's Cafe and Sweet Treats,3-154 Fifth Ave  St. Thomas Ontario N5R 4E7,,location.href = '/Portal/Facility/Details/f9ed24e0-ce7f-45c1-a029-6119fd37b93a' ,Food,
7,Kathy's Catering,42703 Fruit Ridge Line  St Thomas ON N5P 3S9,06/28/2023,location.href = '/Portal/Facility/Details/cf2564aa-d7cf-4043-a5b1-0b634593361b' ,Food,
8,Kebab & Shawarma Inc,951 Devonshire Ave  Woodstock ON N4S 5S1,07/25/2023,location.href = '/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73' ,Food,
9,Kelly's,332543 Plank Line  Tillsonburg ON N4G 4H1,,location.href = '/Portal/Facility/Details/dba6be67-3c57-4fdc-a043-62d4602f32e1' ,Food,
10,Kelsey's,525 Norwich Ave  Woodstock ON N4V 1E6,07/24/2023,location.href = '/Portal/Facility/Details/cd409a1b-0b47-4ad2-a17e-0279dc7f8532' ,Food,
11,Kelsey's,247 Broadway St  Tillsonburg ON N4G 3R4,08/16/2023,location.href = '/Portal/Facility/Details/f2fa6526-11b7-4fe6-b63b-b006c0b3ad4f' ,Food,
12,Ken's Korner Store,36 Wellington St  Port Burwell ON N0J 1T0,03/28/2023,location.href = '/Portal/Facility/Details/aa4f093f-a4c8-48ba-9b00-86c915470b03' ,Food,
13,Kettle Creek Golf Club - Restaurant and Banquet Facility,320 Carlow Rd  Port Stanley ON N5L 1B6,06/08/2023,location.href = '/Portal/Facility/Details/0b8c2edd-88be-4923-b244-2426bd4d69b7' ,Food,
14,Kettle Creek Inn,216 Joseph St  Port Stanley ON N5L 1C4,10/06/2023,location.href = '/Portal/Facility/Details/ebe63c94-cf7c-4692-bf6c-0ba242bd233c' ,Food,
15,Kettle Creek Public School - Before & After School Program,350 Carlow Rd  Port Stanley ON N5L 1B6,05/12/2023,location.href = '/Portal/Facility/Details/3d60e332-14f3-42f5-823b-9c34ea1ca950' ,Food,
16,Kettle Creek Public School - Nourishment Program,350 Carlow Rd  Port Stanley ON N5L 1B6,05/12/2023,location.href = '/Portal/Facility/Details/1095c23e-7d76-4cb4-8937-bfc55f5df133' ,Food,
17,Keystone Community Complex,35921 Talbot Line  Shedden ON N0L 2E0,10/26/2023,location.href = '/Portal/Facility/Details/eb890649-2065-4f7c-b349-aa5e8bae5daa' ,Food,
18,Keystone Community Complex - Picnic Shelter,35921 Talbot Line  Shedden ON N0L 2E0,05/11/2023,location.href = '/Portal/Facility/Details/936488c8-b847-4e60-bf57-b0ded824bc13' ,Food,
19,KFC,80 Talbot St W  Aylmer ON N5H 1J8,06/20/2023,location.href = '/Portal/Facility/Details/59db02df-309a-403a-a87d-b4b007043c15' ,Food,
20,KFC,979 Talbot St  St Thomas ON N5P 1E9,08/09/2023,location.href = '/Portal/Facility/Details/fa869425-a09d-41e5-a92e-1d8fa3c8afdd' ,Food,
21,KFC,670 Dundas St  Woodstock ON N4S 1E6,08/03/2023,location.href = '/Portal/Facility/Details/278b38e7-686d-4c15-93ad-dbd6376cc9ff' ,Food,
22,KFC/Taco Bell,166 Simcoe St  Tillsonburg ON N4G 2H5,10/26/2023,location.href = '/Portal/Facility/Details/09b11a98-cebd-4862-995d-98da7d5ce70a' ,Food,
23,Kim Quigley Catering,420 Devonshire Ave  Woodstock ON N4S 8N3,,location.href = '/Portal/Facility/Details/f40b53c4-b5df-4db2-832f-be51e877e5ea' ,Food,
24,King Street Variety,7 King St W  Ingersoll ON N5C 2J2,08/30/2023,location.href = '/Portal/Facility/Details/af149a6a-2165-4041-8ec6-54a1a6d4f54c' ,Food,
0,Kintore Coffee Co.,117 Huron St  Embro ON N0J 1J0,11/01/2023,location.href = '/Portal/Facility/Details/dfabff24-6d44-4d9f-aef1-891140e50d6f' ,Food,
1,Knight's Home Hardware,232 Graham St West  Lorne ON N0L 2P0,05/19/2023,location.href = '/Portal/Facility/Details/1b08cbf5-919d-4509-b398-978bbb025c6f' ,Food,
2,Korner Perk,101 Broadway St  Tillsonburg ON N4G 3P5,10/24/2023,location.href = '/Portal/Facility/Details/93c6ec49-8c47-4560-8e8f-b8dd3c2e7c8c' ,Food,
3,Krug's Meat Market,28 Woodstock St S  Tavistock ON N0B 2R0,03/09/2023,location.href = '/Portal/Facility/Details/447a70f7-2dfa-422b-b11e-8f02098a83f6' ,Food,
4,Kurry's House and Grill,30 Churchill Cres  St. Thomas Ontario N5R 1N9,10/20/2023,location.href = '/Portal/Facility/Details/6fe572b0-d759-4422-868b-710d55c507d2' ,Food,
5,La Cocina,99 Talbot Street W  Aylmer ON N5H 1J6,08/18/2023,location.href = '/Portal/Facility/Details/f3d95289-3dfe-498c-b816-cce646128164' ,Food,
6,Lake Lisgar Waterpark,8 Ross St  Tillsonburg ON N4G 5B8,06/16/2022,location.href = '/Portal/Facility/Details/a7b68785-3777-45e3-8a33-40306ea95f5c' ,Food,
7,Lakeside Resort,256440 Sunova Crescent  Lakeside ON N0M 2G0,08/23/2022,location.href = '/Portal/Facility/Details/8a50f1c9-de3e-4cf4-9b92-7efe3b80231f' ,Food,
8,Lakeview Petro Canada,4-805 Vansittart Ave  Woodstock ON N4T 0L6,10/20/2023,location.href = '/Portal/Facility/Details/c4a1cf32-7542-45e9-bfb5-e4986ad5efbe' ,Food,
9,Lam's Restaurant,2 Stover St N  Norwich ON N0J 1P0,08/17/2023,location.href = '/Portal/Facility/Details/80066b76-9e23-4887-9a11-86392fce960d' ,Food,
10,Langdon Retirement Villas,196 Ferguson Dr  Woodstock ON N4S 1A6,08/31/2023,location.href = '/Portal/Facility/Details/55b2ee85-7ab5-4fd5-b74a-9a33fde4ca10' ,Food,
11,Las Mexicanas Tacos & Burritos,149 Ingersoll Rd  Woodstock ON N4S 2R3,10/20/2023,location.href = '/Portal/Facility/Details/145744bd-4ff1-4058-9a17-60d0c63db64b' ,Food,
12,Laurie Hawkins Public School - Before & After School Program,156 Innis St  Ingersoll ON N5C 2R8,12/19/2022,location.href = '/Portal/Facility/Details/01bed74d-4c7b-4032-9a79-e25ed3e81510' ,Food,
13,Laurie Hawkins Public School - Nourishment Program,156 Innis St  Ingersoll ON N5C 2R8,12/19/2022,location.href = '/Portal/Facility/Details/851b000e-9159-4ee6-9318-b684e041e35d' ,Food,
14,Lawrence Station Community Hall,12344 William St  Southwold ON N0L 2G0,08/15/2023,location.href = '/Portal/Facility/Details/894520ac-b04a-4266-8e22-0a1b92213c81' ,Food,
15,Lazio Fine Wines,328 Dundas St  Woodstock ON N4S 1B4,10/20/2023,location.href = '/Portal/Facility/Details/380cda92-0ff9-45ff-8dce-0ba32fd8cd4c' ,Food,
16,Le Café Siam,392 Talbot St  St. Thomas ON N5P 1B8,08/30/2023,location.href = '/Portal/Facility/Details/c1557240-0bf8-4376-a961-5b3d81257dac' ,Food,
17,Leen's Fish Wagon,384977 Salford Rd  Burgessville ON N0J 1C0,09/28/2023,location.href = '/Portal/Facility/Details/df19b29f-e979-48af-91e0-8fb2bdae0d5d' ,Food,
18,Lemonade Always Fresh,375 Talbot Street East  Aylmer Ontario N5H 1J4,06/29/2023,location.href = '/Portal/Facility/Details/e90239c9-8208-4b55-9373-82a52cf09eaa' ,Food,
19,Len's Mill Stores,80 Norwich Ave  Woodstock ON N4S 8Y6,09/07/2023,location.href = '/Portal/Facility/Details/0fdd1694-9eac-4cc7-8aed-4aa8f97bc368' ,Food,
20,Let's Eat Cake,478 Dundas St  Woodstock ON N4S 1C4,,location.href = '/Portal/Facility/Details/84349842-a19f-4d85-9bd2-8b22379d853f' ,Food,
21,Licks Ice Cream and Milkshake Bar,204 Carlow Rd  Port Stanley ON N5L 1C5,06/13/2023,location.href = '/Portal/Facility/Details/f3d3d554-d85b-4a31-a99d-ac99abce033c' ,Food,
22,Little Blessings Day Care,64 Blandford St  Innerkip ON N0J 1M0,,location.href = '/Portal/Facility/Details/152803c1-d100-4fba-8465-61a3ca30f1df' ,Food,
23,Little Bones,7 Stover St S  Norwich ON N0J 1P0,09/28/2023,location.href = '/Portal/Facility/Details/fa4ea127-39bf-46a8-81d6-97c0ccfc3236' ,Food,
24,Little Caesars,210 Lisgar Ave  Tillsonburg ON N4G 4L3,08/03/2023,location.href = '/Portal/Facility/Details/8b799f5a-defa-445e-8a2f-b3e082befd88' ,Food,
0,Little Caesars,6C-120 Thames St N Unit 6C  Ingersoll ON N5C 4B1,09/07/2022,location.href = '/Portal/Facility/Details/88614d1c-fbdb-41a5-ae0e-594294a36b57' ,Food,
1,Little Caesars,308 Wellington St  St Thomas ON N5R 2S9,10/16/2023,location.href = '/Portal/Facility/Details/b31aff83-7d53-42f3-8a1f-4d03ff33d52a' ,Food,
2,Little Caesars,998 Dundas St W  Woodstock ON N4S 1H3,09/05/2023,location.href = '/Portal/Facility/Details/ebdcfa50-46af-4e69-9cdb-f56183ed5760' ,Food,
3,Little Red Wagon,593780 Hwy 59  Burgessville ON N0J 1C0,04/26/2023,location.href = '/Portal/Facility/Details/b0148f49-0115-4eae-a08d-194fd81ab765' ,Food,
4,Local Roots at the Park,219 Victoria St S  Woodstock ON N4S 3K3,,location.href = '/Portal/Facility/Details/560a24bc-1bcd-43b6-9d84-aeee9d97e62b' ,Food,
5,Locke's Public School - Before & After School Program,20 S Edgeware Rd  St. Thomas ON N5P 2H2,04/05/2023,location.href = '/Portal/Facility/Details/66999e5e-8bcd-4315-a650-fde460143f25' ,Food,
6,Locke's School - Nourishment Program,20 South Edgeware Rd  St Thomas ON N5P 2H2,04/05/2023,location.href = '/Portal/Facility/Details/fd0a3e7a-7afa-4fd8-9e33-fd05705951a5' ,Food,
7,Loose Caboose Catering (LCC),25-1063 Talbot Street  St Thomas ON N5P 1G4,,location.href = '/Portal/Facility/Details/628f43dc-56bf-408e-bc12-6b9e69a311d4' ,Food,
8,Lost Beach Ice Cream Emporium,434792 Zorra Ln  Beachville ON N0J 1A0,08/25/2023,location.href = '/Portal/Facility/Details/3e980ec1-a4f0-4eff-a770-d855006998bb' ,Food,
9,Lotus Thai Restaurant,295 Talbot St  St. Thomas ON N5P 1B5,03/07/2023,location.href = '/Portal/Facility/Details/1706e082-e333-4c9a-b348-d7c8c420faa5' ,Food,
10,Louie's Pizza,440 Bell St  Ingersoll ON N5C 2P6,10/03/2023,location.href = '/Portal/Facility/Details/4e82519a-ab00-4458-a653-190ba82fd0c5' ,Food,
11,Lucky Kitchen,515-517 Talbot St  St Thomas ON N5P 1C3,08/30/2023,location.href = '/Portal/Facility/Details/2a0f36f6-612e-424c-9f82-3e05c16db14e' ,Food,
12,Lucky Kitchen,517 Talbot St  St. Thomas ON N5P 1C3,,location.href = '/Portal/Facility/Details/4a5dbdae-0cbf-4f03-934a-71fc6c71dff3' ,Food,
13,Luton Community Centre,50168 John Wise Line  Aylmer ON N5H 2R5,,location.href = '/Portal/Facility/Details/779689cf-110b-487b-a21c-81b5d08d57d1' ,Food,
14,Lynhurst Variety,191 Crescent Ave  St Thomas ON N5P 2K8,12/20/2022,location.href = '/Portal/Facility/Details/be761bc1-0791-4968-98cd-624a4c9ab620' ,Food,
15,M & D's Taco Truck,8959 Springfield Road  Aylmer ON N5R 2R1,04/04/2023,location.href = '/Portal/Facility/Details/3b6fc58e-c55e-40cf-b6a2-b42c5eb0c6af' ,Food,
16,M & M Food Market,959 Dundas St  Woodstock ON N4S 1H2,05/25/2023,location.href = '/Portal/Facility/Details/3205db92-f156-42cb-a48e-7d28b7810306' ,Food,
17,M & M Food Market,1B-308 Wellington St  St. Thomas ON N5R 2S9,10/16/2023,location.href = '/Portal/Facility/Details/4e2995da-c7db-427e-ba83-8cc7cbe82cff' ,Food,
18,M & M Meat Shops,51 Simcoe St  Tillsonburg ON N4G 2H6,02/27/2023,location.href = '/Portal/Facility/Details/2f38cd80-010f-4796-9c26-2d7555107300' ,Food,
19,M&L Country Cooking,178 Fath Ave  Alymer ON N5H 3C6,02/08/2023,location.href = '/Portal/Facility/Details/3f96ff0c-8b71-40ed-a61f-2982c60c25c8' ,Food,
20,Mackie's,124 William St  Port Stanley ON N5L 1E1,06/01/2022,location.href = '/Portal/Facility/Details/6b15bc33-db2c-4f4e-ae99-a99524cffc66' ,Food,
21,Mac's,319 George St  Port Stanley ON N5L 1C5,03/06/2023,location.href = '/Portal/Facility/Details/302b05e9-cadd-4da7-8b4a-64025c24def4' ,Food,
22,Mad Hatters Tea Room,47272 Talbot Line  St. Thomas ON N5P 3S7,,location.href = '/Portal/Facility/Details/4a0d1be8-0fe2-4874-9b80-cb2c1787e25c' ,Food,
23,Made with Love,9316 Union Rd  Shedden ON N0L 2E0,07/06/2023,location.href = '/Portal/Facility/Details/a2e07334-5577-42bb-bccc-cee12552f497' ,Food,
24,MadMash Brewery,8 Hope St W  Tavistock ON N0B 2R0,,location.href = '/Portal/Facility/Details/579171de-6bb6-4fb6-895d-f41820912765' ,Food,
0,Mags Smokes & More,417 Wellington St  St. Thomas ON N5R 5K5,,location.href = '/Portal/Facility/Details/fe4861a8-fb31-4012-9496-21ad5461482f' ,Food,
1,Main Street Taqueria,3-208 Main St  Port Stanley ON N5L 1C3,06/16/2023,location.href = '/Portal/Facility/Details/c2c8ccee-c8c8-4f33-94da-58a12f62f8df' ,Food,
2,Making Good Spirits,4-103 Bidwell St  Tillsonburg ON N4G 3V4,,location.href = '/Portal/Facility/Details/0c79e71f-df1a-4163-877a-8ae5b19e9be1' ,Food,
3,Makkink's Flower Farm,164604 Kellett Rd  Tillsonburg ON N4G 4G8,10/12/2023,location.href = '/Portal/Facility/Details/208aaf96-21fb-4e47-bc35-0a65aabfd8ff' ,Food,
4,Malahide Community Place,12105 Whittaker Rd  Springfield ON N0L 2J0,02/24/2023,location.href = '/Portal/Facility/Details/296216df-aff6-4658-96f8-b3025e31b216' ,Food,
5,Mancari Restaurant,186 Currie Rd  Dutton ON N0L 1J0,06/29/2023,location.href = '/Portal/Facility/Details/420960d9-5cee-48e7-9e3c-0656a2f79e44' ,Food,
6,Mango Salad,95 Thames St S  Ingersoll ON N5C 3C6,06/28/2023,location.href = '/Portal/Facility/Details/7fe29495-31a0-4785-a7d0-fc0929126f21' ,Food,
7,Maple Grove Christian Retreat - General Store,194936 19th Line  Thamesford ON N0M 2M0,07/05/2023,location.href = '/Portal/Facility/Details/76f2767d-29c2-4d7a-904e-2de1f2ae4320' ,Food,
8,Maple Manor Nursing Home,73 Bidwell St  Tillsonburg ON N4G 3T8,07/19/2023,location.href = '/Portal/Facility/Details/df7f5651-b49d-4a8b-a1d1-3c0b3f075124' ,Food,
9,Maple View Variety,126 Concession St E  Tillsonburg ON N4G 1P7,01/04/2023,location.href = '/Portal/Facility/Details/a91b2d47-d1c0-424d-962b-333b6ef50d5a' ,Food,
10,Maples Nursing Home,94 William St S  Tavistock ON N0B 2R0,07/19/2023,location.href = '/Portal/Facility/Details/0667c325-8c79-4834-a380-644ab5e81276' ,Food,
11,Maples Retirement Home,94 William St S  Tavistock ON N0B 2R0,07/19/2023,location.href = '/Portal/Facility/Details/bb9842af-705e-4559-a35a-1044579c1626' ,Food,
12,Marble Slab Creamery,5-547 Norwich Ave  Woodstock ON N4V 1C7,06/16/2023,location.href = '/Portal/Facility/Details/3bf05ca8-be11-490a-b7d9-03bd654cd252' ,Food,
13,Marble Slab Creamery,7-D3-1055 Talbot St  St Thomas ON N5P 1G5,03/15/2023,location.href = '/Portal/Facility/Details/6bdc7575-430e-4ae2-b412-49597097f5ff' ,Food,
14,Marc's Gas Bar & Variety,9554 Plank Rd  Straffordville ON N0L 1Y0,07/18/2023,location.href = '/Portal/Facility/Details/b07cc7e8-e334-4071-a9a2-ffa4d4f18600' ,Food,
15,Marg's Variety,"240B Furnival Rd, PO Box 338  Rodney ON N0L 2C0",02/15/2023,location.href = '/Portal/Facility/Details/fea68a9a-b97a-4fb8-a8ab-3f3265cdfc8d' ,Food,
16,Market - Dutton ONroute,27585 ON-401 E  Dutton ON N0L 1J0,03/03/2023,location.href = '/Portal/Facility/Details/96934d24-2cc7-4360-b084-8ac8083f8aec' ,Food,
17,Market - West Lorne ONroute,27900 ON-401 W  West Lorne ON N0L 2P0,12/19/2022,location.href = '/Portal/Facility/Details/a9017f3c-e8cf-4103-a753-2af9c4ffbfff' ,Food,
18,Market by the Falls,202 Main St W  Box 158 Otterville ON N0J 1R0,06/20/2023,location.href = '/Portal/Facility/Details/b44b09cd-51e7-4df1-9b9b-3c42c9484eb0' ,Food,
19,Mark's Chop Suey,296 Dundas St  Woodstock ON N4S 1B3,08/01/2023,location.href = '/Portal/Facility/Details/2e0fc038-198c-4a57-b21e-bda8587d4289' ,Food,
20,Martin Fish Market,8 Bridge St  Port Burwell ON N0J 1T0,09/02/2022,location.href = '/Portal/Facility/Details/adbd7445-ceb8-4423-b611-07e58bd6aa6e' ,Food,
21,Mary Brown's Chicken & Taters,1-547 Norwich Ave  Woodstock ON N4V 1C7,07/25/2023,location.href = '/Portal/Facility/Details/2520584d-4299-4311-9bfa-017e65112a97' ,Food,
22,Mary Brown's Chicken and Taters,1025 Talbot St  St Thomas ON N5P 1G5,10/03/2023,location.href = '/Portal/Facility/Details/485068cd-264d-4dcb-a45e-f9facffd9e86' ,Food,
23,Masonic Centre of Elgin,42703 Fruit Ridge  Line St.Thomas ON N5P 3S9,,location.href = '/Portal/Facility/Details/d892f74d-5655-42bc-8833-be3163e00683' ,Food,
24,Matheson Park Booth,150 Argyle St  Embro ON N0J 1J0,05/17/2022,location.href = '/Portal/Facility/Details/0fae812d-bb36-463f-9a4f-ac3af0c9c855' ,Food,
0,Maurya Indian Twist,694 Dundas St  Woodstock ON N4S 1E6,08/03/2023,location.href = '/Portal/Facility/Details/20bbe7bf-db0f-4310-83f9-903d2331877e' ,Food,
1,Maya Health Food Centre,55 Ingersoll Rd  Woodstock ON N4S 2R1,10/25/2023,location.href = '/Portal/Facility/Details/cdc4d9ea-0161-4a2c-a332-3734475f1003' ,Food,
2,McDonalds,200 Talbot St W  Aylmer ON N5H 1K1,10/18/2023,location.href = '/Portal/Facility/Details/df96b65b-9749-4f37-aaab-4448f9738e6e' ,Food,
3,McDonald's,120 Thames St N  Ingersoll ON,05/08/2023,location.href = '/Portal/Facility/Details/892b5c39-2d68-4c77-8aff-44ad7eac3a43' ,Food,
4,McDonald's,980 Dundas St  Woodstock ON N4S 1H3,09/07/2023,location.href = '/Portal/Facility/Details/85212940-8fb2-4dcd-9955-8b77a2a32d01' ,Food,
5,McDonald's,955 Talbot Street  St Thomas ON N5P 1E8,08/09/2023,location.href = '/Portal/Facility/Details/4fb17ce6-b6c0-46e1-a77e-7dfefe8871b1' ,Food,
6,McDonald's,170 Simcoe St  Tillsonburg ON N4G 4Z6,06/21/2023,location.href = '/Portal/Facility/Details/ca755c09-f6f0-4c46-9d16-67bab8b61709' ,Food,
7,McDonald's,499 Norwich Ave  Woodstock ON N4S 3W4,,location.href = '/Portal/Facility/Details/bb91974f-8e43-4c1d-84b5-748038e2c27a' ,Food,
8,McDonald's,507 Norwich Ave  Woodstock ON N4S 9A2,05/18/2023,location.href = '/Portal/Facility/Details/be668415-f2bb-4d97-8473-da322ed334a7' ,Food,
9,McDonald's (Walmart),1063 Talbot St  St. Thomas ON N5P 1G4,04/11/2023,location.href = '/Portal/Facility/Details/e83e02f2-b423-4ccd-a7aa-8aa6c7433247' ,Food,
10,McGregor Public School - Before & After School Program,204 John St S  Aylmer ON N5H 2C8,05/09/2023,location.href = '/Portal/Facility/Details/19ccebf3-6b9f-4662-be9d-e71f62bc4d57' ,Food,
11,McGregor Public School - Nourishment Program,204 John St S  Aylmer ON N5H 2C8,05/09/2023,location.href = '/Portal/Facility/Details/1d994569-e756-432c-81aa-e21297fbfcb1' ,Food,
